budget,genre,gross,name,rating,released,runtime,votes,winner
2007,"Screenplay by Brad Bird; Story by Jan Pinkava, Jim Capobianco, Brad Bird",Ratatouille,FALSE,,,,,0
2007,Written by Tamara Jenkins,The Savages,FALSE,,,,,0
2007,Robert Boyle in recognition of one of cinema's great careers in art direction.,,TRUE,,,,,0
2008,Richard Jenkins,The Visitor,FALSE,,,,,0
2008,Frank Langella,Frost/Nixon,FALSE,,,,,0
2008,Sean Penn,Milk,TRUE,,,,,0
2008,Brad Pitt,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,Mickey Rourke,The Wrestler,FALSE,,,,,0
2008,Josh Brolin,Milk,FALSE,,,,,0
2008,Robert Downey Jr.,Tropic Thunder,FALSE,,,,,0
2008,Philip Seymour Hoffman,Doubt,FALSE,,,,,0
2008,Heath Ledger,The Dark Knight,TRUE,,,,,0
2008,Michael Shannon,Revolutionary Road,FALSE,,,,,0
2008,Anne Hathaway,Rachel Getting Married,FALSE,,,,,0
2008,Angelina Jolie,Changeling,FALSE,,,,,0
2008,Melissa Leo,Frozen River,FALSE,,,,,0
2008,Meryl Streep,Doubt,FALSE,,,,,0
2008,Kate Winslet,The Reader,TRUE,,,,,0
2008,Amy Adams,Doubt,FALSE,,,,,0
2008,Penélope Cruz,Vicky Cristina Barcelona,TRUE,,,,,0
2008,Viola Davis,Doubt,FALSE,,,,,0
2008,Taraji P. Henson,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,Marisa Tomei,The Wrestler,FALSE,,,,,0
2008,Chris Williams and Byron Howard,Bolt,FALSE,,,,,0
2008,John Stevenson and Mark Osborne,Kung Fu Panda,FALSE,,,,,0
2008,Andrew Stanton,WALL-E,TRUE,,,,,0
2008,Art Direction: James J. Murakami; Set Decoration: Gary Fettis,Changeling,FALSE,,,,,0
2008,Art Direction: Donald Graham Burt; Set Decoration: Victor J. Zolfo,The Curious Case of Benjamin Button,TRUE,,,,,0
2008,Art Direction: Nathan Crowley; Set Decoration: Peter Lando,The Dark Knight,FALSE,,,,,0
2008,Art Direction: Michael Carlin; Set Decoration: Rebecca Alleway,The Duchess,FALSE,,,,,0
2008,Art Direction: Kristi Zea; Set Decoration: Debra Schutt,Revolutionary Road,FALSE,,,,,0
2008,Tom Stern,Changeling,FALSE,,,,,0
2008,Claudio Miranda,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,Wally Pfister,The Dark Knight,FALSE,,,,,0
2008,Chris Menges and Roger Deakins,The Reader,FALSE,,,,,0
2008,Anthony Dod Mantle,Slumdog Millionaire,TRUE,,,,,0
2008,Catherine Martin,Australia,FALSE,,,,,0
2008,Jacqueline West,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,Michael O'Connor,The Duchess,TRUE,,,,,0
2008,Danny Glicker,Milk,FALSE,,,,,0
2008,Albert Wolsky,Revolutionary Road,FALSE,,,,,0
2008,David Fincher,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,Ron Howard,Frost/Nixon,FALSE,,,,,0
2008,Gus Van Sant,Milk,FALSE,,,,,0
2008,Stephen Daldry,The Reader,FALSE,,,,,0
2008,Danny Boyle,Slumdog Millionaire,TRUE,,,,,0
2008,Ellen Kuras and Thavisouk Phrasavath,The Betrayal (Nerakhoon),FALSE,,,,,0
2008,Werner Herzog and Henry Kaiser,Encounters at the End of the World,FALSE,,,,,0
2008,Scott Hamilton Kennedy,The Garden,FALSE,,,,,0
2008,James Marsh and Simon Chinn,Man on Wire,TRUE,,,,,0
2008,Tia Lessin and Carl Deal,Trouble the Water,FALSE,,,,,0
2008,Steven Okazaki,The Conscience of Nhem En,FALSE,,,,,0
2008,Irene Taylor Brodsky and Tom Grant,The Final Inch,FALSE,,,,,0
2008,Megan Mylan,Smile Pinki,TRUE,,,,,0
2008,Adam Pertofsky and Margaret Hyde,The Witness - From the Balcony of Room 306,FALSE,,,,,0
2008,Kirk Baxter and Angus Wall,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,Lee Smith,The Dark Knight,FALSE,,,,,0
2008,Mike Hill and Dan Hanley,Frost/Nixon,FALSE,,,,,0
2008,Elliot Graham,Milk,FALSE,,,,,0
2008,Chris Dickens,Slumdog Millionaire,TRUE,,,,,0
2008,Germany,The Baader Meinhof Complex,FALSE,,,,,0
2008,France,The Class,FALSE,,,,,0
2008,Japan,Departures,TRUE,,,,,0
2008,Austria,Revanche,FALSE,,,,,0
2008,Israel,Waltz with Bashir,FALSE,,,,,0
2008,Greg Cannom,The Curious Case of Benjamin Button,TRUE,,,,,0
2008,"John Caglione, Jr. and Conor O'Sullivan",The Dark Knight,FALSE,,,,,0
2008,Mike Elizalde and Thom Floutz,Hellboy II: The Golden Army,FALSE,,,,,0
2008,Alexandre Desplat,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,James Newton Howard,Defiance,FALSE,,,,,0
2008,Danny Elfman,Milk,FALSE,,,,,0
2008,A.R. Rahman,Slumdog Millionaire,TRUE,,,,,0
2008,Thomas Newman,WALL-E,FALSE,,,,,0
2008,Music by Peter Gabriel and Thomas Newman; Lyric by Peter Gabriel,WALL-E,FALSE,,,,,0
2008,Music by A.R. Rahman; Lyric by Gulzar,Slumdog Millionaire,TRUE,,,,,0
2008,Music and Lyric by A.R. Rahman and Maya Arulpragasam,Slumdog Millionaire,FALSE,,,,,0
2008,"Kathleen Kennedy, Frank Marshall and Ceán Chaffin, Producers",The Curious Case of Benjamin Button,FALSE,,,,,0
2008,"Brian Grazer, Ron Howard and Eric Fellner, Producers",Frost/Nixon,FALSE,,,,,0
2008,"Dan Jinks and Bruce Cohen, Producers",Milk,FALSE,,,,,0
2008,"Anthony Minghella, Sydney Pollack, Donna Gigliotti and Redmond Morris, Producers",The Reader,FALSE,,,,,0
2008,"Christian Colson, Producer",Slumdog Millionaire,TRUE,,,,,0
2008,Kunio Kato,La Maison en Petits Cubes,TRUE,,,,,0
2008,Konstantin Bronzit,Lavatory - Lovestory,FALSE,,,,,0
2008,Emud Mokhberi and Thierry Marchand,Oktapodi,FALSE,,,,,0
2008,Doug Sweetland,Presto,FALSE,,,,,0
2008,Alan Smith and Adam Foulkes,This Way Up,FALSE,,,,,0
2008,Reto Caffi,Auf der Strecke (On the Line),FALSE,,,,,0
2008,Elizabeth Marre and Olivier Pont,Manon on the Asphalt,FALSE,,,,,0
2008,Steph Green and Tamara Anghie,New Boy,FALSE,,,,,0
2008,Tivi Magnusson and Dorte Høgh,The Pig,FALSE,,,,,0
2008,Jochen Alexander Freydank,Spielzeugland (Toyland),TRUE,,,,,0
2008,Richard King,The Dark Knight,TRUE,,,,,0
2008,Frank Eulner and Christopher Boyes,Iron Man,FALSE,,,,,0
2008,Glenn Freemantle and Tom Sayers,Slumdog Millionaire,FALSE,,,,,0
2008,Ben Burtt and Matthew Wood,WALL-E,FALSE,,,,,0
2008,Wylie Stateman,Wanted,FALSE,,,,,0
2008,"David Parker, Michael Semanick, Ren Klyce and Mark Weingarten",The Curious Case of Benjamin Button,FALSE,,,,,0
2008,"Lora Hirschberg, Gary Rizzo and Ed Novick",The Dark Knight,FALSE,,,,,0
2008,"Ian Tapp, Richard Pryke and Resul Pookutty",Slumdog Millionaire,TRUE,,,,,0
2008,"Tom Myers, Michael Semanick and Ben Burtt",WALL-E,FALSE,,,,,0
2008,"Chris Jenkins, Frank A. Montaño and Petr Forejt",Wanted,FALSE,,,,,0
2008,"Eric Barba, Steve Preeg, Burt Dalton and Craig Barron",The Curious Case of Benjamin Button,TRUE,,,,,0
2008,"Nick Davis, Chris Corbould, Tim Webber and Paul Franklin",The Dark Knight,FALSE,,,,,0
2008,"John Nelson, Ben Snow, Dan Sudick and Shane Mahan",Iron Man,FALSE,,,,,0
2008,Screenplay by Eric Roth; Screen story by Eric Roth and Robin Swicord,The Curious Case of Benjamin Button,FALSE,,,,,0
2008,Written by John Patrick Shanley,Doubt,FALSE,,,,,0
2008,Screenplay by Peter Morgan,Frost/Nixon,FALSE,,,,,0
2008,Screenplay by David Hare,The Reader,FALSE,,,,,0
2008,Screenplay by Simon Beaufoy,Slumdog Millionaire,TRUE,,,,,0
2008,Written by Courtney Hunt,Frozen River,FALSE,,,,,0
2008,Written by Mike Leigh,Happy-Go-Lucky,FALSE,,,,,0
2008,Written by Martin McDonagh,In Bruges,FALSE,,,,,0
2008,Written by Dustin Lance Black,Milk,TRUE,,,,,0
2008,"Screenplay by Andrew Stanton, Jim Reardon; Original story by Andrew Stanton, Pete Docter",WALL-E,FALSE,,,,,0
2008,Jerry Lewis,,TRUE,,,,,0
2009,Jeff Bridges,Crazy Heart,TRUE,,,,,0
2009,George Clooney,Up in the Air,FALSE,,,,,0
2009,Colin Firth,A Single Man,FALSE,,,,,0
2009,Morgan Freeman,Invictus,FALSE,,,,,0
2009,Jeremy Renner,The Hurt Locker,FALSE,,,,,0
2009,Matt Damon,Invictus,FALSE,,,,,0
2009,Woody Harrelson,The Messenger,FALSE,,,,,0
2009,Christopher Plummer,The Last Station,FALSE,,,,,0
2009,Stanley Tucci,The Lovely Bones,FALSE,,,,,0
2009,Christoph Waltz,Inglourious Basterds,TRUE,,,,,0
2009,Sandra Bullock,The Blind Side,TRUE,,,,,0
2009,Helen Mirren,The Last Station,FALSE,,,,,0
2009,Carey Mulligan,An Education,FALSE,,,,,0
2009,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire,FALSE,,,,,0
2009,Meryl Streep,Julie & Julia,FALSE,,,,,0
2009,Penélope Cruz,Nine,FALSE,,,,,0
2009,Vera Farmiga,Up in the Air,FALSE,,,,,0
2009,Maggie Gyllenhaal,Crazy Heart,FALSE,,,,,0
2009,Anna Kendrick,Up in the Air,FALSE,,,,,0
2009,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire,TRUE,,,,,0
2009,Henry Selick,Coraline,FALSE,,,,,0
2009,Wes Anderson,Fantastic Mr. Fox,FALSE,,,,,0
2009,John Musker and Ron Clements,The Princess and the Frog,FALSE,,,,,0
2009,Tomm Moore,The Secret of Kells,FALSE,,,,,0
2009,Pete Docter,Up,TRUE,,,,,0
2009,Production Design: Rick Carter and Robert Stromberg; Set Decoration: Kim Sinclair,Avatar,TRUE,,,,,0
2009,Production Design: Dave Warren and Anastasia Masaro; Set Decoration: Caroline Smith,The Imaginarium of Doctor Parnassus,FALSE,,,,,0
2009,Production Design: John Myhre; Set Decoration: Gordon Sim,Nine,FALSE,,,,,0
2009,Production Design: Sarah Greenwood; Set Decoration: Katie Spencer,Sherlock Holmes,FALSE,,,,,0
2009,Production Design: Patrice Vermette; Set Decoration: Maggie Gray,The Young Victoria,FALSE,,,,,0
2009,Mauro Fiore,Avatar,TRUE,,,,,0
2009,Bruno Delbonnel,Harry Potter and the Half-Blood Prince,FALSE,,,,,0
2009,Barry Ackroyd,The Hurt Locker,FALSE,,,,,0
2009,Robert Richardson,Inglourious Basterds,FALSE,,,,,0
2009,Christian Berger,The White Ribbon,FALSE,,,,,0
2009,Janet Patterson,Bright Star,FALSE,,,,,0
2009,Catherine Leterrier,Coco before Chanel,FALSE,,,,,0
2009,Monique Prudhomme,The Imaginarium of Doctor Parnassus,FALSE,,,,,0
2009,Colleen Atwood,Nine,FALSE,,,,,0
2009,Sandy Powell,The Young Victoria,TRUE,,,,,0
2009,James Cameron,Avatar,FALSE,,,,,0
2009,Kathryn Bigelow,The Hurt Locker,TRUE,,,,,0
2009,Quentin Tarantino,Inglourious Basterds,FALSE,,,,,0
2009,Lee Daniels,Precious: Based on the Novel 'Push' by Sapphire,FALSE,,,,,0
2009,Jason Reitman,Up in the Air,FALSE,,,,,0
2009,Anders Østergaard and Lise Lense-Møller,Burma VJ,FALSE,,,,,0
2009,Louie Psihoyos and Fisher Stevens,The Cove,TRUE,,,,,0
2009,Robert Kenner and Elise Pearlstein,"Food, Inc.",FALSE,,,,,0
2009,Judith Ehrlich and Rick Goldsmith,The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers,FALSE,,,,,0
2009,Rebecca Cammisa,Which Way Home,FALSE,,,,,0
2009,Jon Alpert and Matthew O'Neill,China's Unnatural Disaster: The Tears of Sichuan Province,FALSE,,,,,0
2009,Daniel Junge and Henry Ansbacher,The Last Campaign of Governor Booth Gardner,FALSE,,,,,0
2009,Steven Bognar and Julia Reichert,The Last Truck: Closing of a GM Plant,FALSE,,,,,0
2009,Roger Ross Williams and Elinor Burkett,Music by Prudence,TRUE,,,,,0
2009,Bartek Konopka and Anna Wydra,Rabbit à la Berlin,FALSE,,,,,0
2009,"Stephen Rivkin, John Refoua and James Cameron",Avatar,FALSE,,,,,0
2009,Julian Clarke,District 9,FALSE,,,,,0
2009,Bob Murawski and Chris Innis,The Hurt Locker,TRUE,,,,,0
2009,Sally Menke,Inglourious Basterds,FALSE,,,,,0
2009,Joe Klotz,Precious: Based on the Novel 'Push' by Sapphire,FALSE,,,,,0
2009,Israel,Ajami,FALSE,,,,,0
2009,Peru,The Milk of Sorrow,FALSE,,,,,0
2009,France,A Prophet,FALSE,,,,,0
2009,Argentina,The Secret in Their Eyes,TRUE,,,,,0
2009,Germany,The White Ribbon,FALSE,,,,,0
2009,Aldo Signoretti and Vittorio Sodano,Il Divo,FALSE,,,,,0
2009,"Barney Burman, Mindy Hall and Joel Harlow",Star Trek,TRUE,,,,,0
2009,Jon Henry Gordon and Jenny Shircore,The Young Victoria,FALSE,,,,,0
2009,James Horner,Avatar,FALSE,,,,,0
2009,Alexandre Desplat,Fantastic Mr. Fox,FALSE,,,,,0
2009,Marco Beltrami and Buck Sanders,The Hurt Locker,FALSE,,,,,0
2009,Hans Zimmer,Sherlock Holmes,FALSE,,,,,0
2009,Michael Giacchino,Up,TRUE,,,,,0
2009,Music and Lyric by Randy Newman,The Princess and the Frog,FALSE,,,,,0
2009,Music and Lyric by Randy Newman,The Princess and the Frog,FALSE,,,,,0
2009,Music by Reinhardt Wagner; Lyric by Frank Thomas,Paris 36,FALSE,,,,,0
2009,Music and Lyric by Maury Yeston,Nine,FALSE,,,,,0
2009,Music and Lyric by Ryan Bingham and T Bone Burnett,Crazy Heart,TRUE,,,,,0
2009,"James Cameron and Jon Landau, Producers",Avatar,FALSE,,,,,0
2009,"Gil Netter, Andrew A. Kosove and Broderick Johnson, Producers",The Blind Side,FALSE,,,,,0
2009,"Peter Jackson and Carolynne Cunningham, Producers",District 9,FALSE,,,,,0
2009,"Finola Dwyer and Amanda Posey, Producers",An Education,FALSE,,,,,0
2009,"Kathryn Bigelow, Mark Boal, Nicolas Chartier and Greg Shapiro, Producers",The Hurt Locker,TRUE,,,,,0
2009,"Lawrence Bender, Producer",Inglourious Basterds,FALSE,,,,,0
2009,"Lee Daniels, Sarah Siegel-Magness and Gary Magness, Producers",Precious: Based on the Novel 'Push' by Sapphire,FALSE,,,,,0
2009,"Joel Coen and Ethan Coen, Producers",A Serious Man,FALSE,,,,,0
2009,"Jonas Rivera, Producer",Up,FALSE,,,,,0
2009,"Daniel Dubiecki, Ivan Reitman and Jason Reitman, Producers",Up in the Air,FALSE,,,,,0
2009,Fabrice O. Joubert,French Roast,FALSE,,,,,0
2009,Nicky Phelan and Darragh O'Connell,Granny O'Grimm's Sleeping Beauty,FALSE,,,,,0
2009,Javier Recio Gracia,The Lady and the Reaper (La Dama y la Muerte),FALSE,,,,,0
2009,Nicolas Schmerkin,Logorama,TRUE,,,,,0
2009,Nick Park,A Matter of Loaf and Death,FALSE,,,,,0
2009,Juanita Wilson and James Flynn,The Door,FALSE,,,,,0
2009,Patrik Eklund and Mathias Fjellström,Instead of Abracadabra,FALSE,,,,,0
2009,Gregg Helvey,Kavi,FALSE,,,,,0
2009,Luke Doolan and Drew Bailey,Miracle Fish,FALSE,,,,,0
2009,Joachim Back and Tivi Magnusson,The New Tenants,TRUE,,,,,0
2009,Christopher Boyes and Gwendolyn Yates Whittle,Avatar,FALSE,,,,,0
2009,Paul N.J. Ottosson,The Hurt Locker,TRUE,,,,,0
2009,Wylie Stateman,Inglourious Basterds,FALSE,,,,,0
2009,Mark Stoeckinger and Alan Rankin,Star Trek,FALSE,,,,,0
2009,Michael Silvers and Tom Myers,Up,FALSE,,,,,0
2009,"Christopher Boyes, Gary Summers, Andy Nelson and Tony Johnson",Avatar,FALSE,,,,,0
2009,Paul N.J. Ottosson and Ray Beckett,The Hurt Locker,TRUE,,,,,0
2009,"Michael Minkler, Tony Lamberti and Mark Ulano",Inglourious Basterds,FALSE,,,,,0
2009,"Anna Behlmer, Andy Nelson and Peter J. Devlin",Star Trek,FALSE,,,,,0
2009,"Greg P. Russell, Gary Summers and Geoffrey Patterson",Transformers: Revenge of the Fallen,FALSE,,,,,0
2009,"Joe Letteri, Stephen Rosenbaum, Richard Baneham and Andrew R. Jones",Avatar,TRUE,,,,,0
2009,"Dan Kaufman, Peter Muyzers, Robert Habros and Matt Aitken",District 9,FALSE,,,,,0
2009,"Roger Guyett, Russell Earl, Paul Kavanagh and Burt Dalton",Star Trek,FALSE,,,,,0
2009,Written by Neill Blomkamp and Terri Tatchell,District 9,FALSE,,,,,0
2009,Screenplay by Nick Hornby,An Education,FALSE,,,,,0
2009,"Screenplay by Jesse Armstrong, Simon Blackwell, Armando Iannucci, Tony Roche",In the Loop,FALSE,,,,,0
2009,Screenplay by Geoffrey Fletcher,Precious: Based on the Novel 'Push' by Sapphire,TRUE,,,,,0
2009,Screenplay by Jason Reitman and Sheldon Turner,Up in the Air,FALSE,,,,,0
2009,Written by Mark Boal,The Hurt Locker,TRUE,,,,,0
2009,Written by Quentin Tarantino,Inglourious Basterds,FALSE,,,,,0
2009,Written by Alessandro Camon & Oren Moverman,The Messenger,FALSE,,,,,0
2009,Written by Joel Coen & Ethan Coen,A Serious Man,FALSE,,,,,0
2009,"Screenplay by Bob Peterson, Pete Docter; Story by Pete Docter, Bob Peterson, Tom McCarthy",Up,FALSE,,,,,0
2009,Lauren Bacall in recognition of her central place in the golden age of motion pictures.,,TRUE,,,,,0
2009,Roger Corman for his rich engendering of films and filmmakers.,,TRUE,,,,,0
2009,Gordon Willis for unsurpassed mastery of light,,TRUE,,,,,0
2009,John Calley,,TRUE,,,,,0
2010,Javier Bardem,Biutiful,FALSE,,,,,0
2010,Jeff Bridges,True Grit,FALSE,,,,,0
2010,Jesse Eisenberg,The Social Network,FALSE,,,,,0
2010,Colin Firth,The King's Speech,TRUE,,,,,0
2010,James Franco,127 Hours,FALSE,,,,,0
2010,Christian Bale,The Fighter,TRUE,,,,,0
2010,John Hawkes,Winter's Bone,FALSE,,,,,0
2010,Jeremy Renner,The Town,FALSE,,,,,0
2010,Mark Ruffalo,The Kids Are All Right,FALSE,,,,,0
2010,Geoffrey Rush,The King's Speech,FALSE,,,,,0
2010,Annette Bening,The Kids Are All Right,FALSE,,,,,0
2010,Nicole Kidman,Rabbit Hole,FALSE,,,,,0
2010,Jennifer Lawrence,Winter's Bone,FALSE,,,,,0
2010,Natalie Portman,Black Swan,TRUE,,,,,0
2010,Michelle Williams,Blue Valentine,FALSE,,,,,0
2010,Amy Adams,The Fighter,FALSE,,,,,0
2010,Helena Bonham Carter,The King's Speech,FALSE,,,,,0
2010,Melissa Leo,The Fighter,TRUE,,,,,0
2010,Hailee Steinfeld,True Grit,FALSE,,,,,0
2010,Jacki Weaver,Animal Kingdom,FALSE,,,,,0
2010,Chris Sanders and Dean DeBlois,How to Train Your Dragon,FALSE,,,,,0
2010,Sylvain Chomet,The Illusionist,FALSE,,,,,0
2010,Lee Unkrich,Toy Story 3,TRUE,,,,,0
2010,Production Design: Robert Stromberg; Set Decoration: Karen O'Hara,Alice in Wonderland,TRUE,,,,,0
2010,Production Design: Stuart Craig; Set Decoration: Stephenie McMillan,Harry Potter and the Deathly Hallows Part 1,FALSE,,,,,0
2010,Production Design: Guy Hendrix Dyas; Set Decoration: Larry Dias and Doug Mowat,Inception,FALSE,,,,,0
2010,Production Design: Eve Stewart; Set Decoration: Judy Farr,The King's Speech,FALSE,,,,,0
2010,Production Design: Jess Gonchor; Set Decoration: Nancy Haigh,True Grit,FALSE,,,,,0
2010,Matthew Libatique,Black Swan,FALSE,,,,,0
2010,Wally Pfister,Inception,TRUE,,,,,0
2010,Danny Cohen,The King's Speech,FALSE,,,,,0
2010,Jeff Cronenweth,The Social Network,FALSE,,,,,0
2010,Roger Deakins,True Grit,FALSE,,,,,0
2010,Colleen Atwood,Alice in Wonderland,TRUE,,,,,0
2010,Antonella Cannarozzi,I Am Love,FALSE,,,,,0
2010,Jenny Beavan,The King's Speech,FALSE,,,,,0
2010,Sandy Powell,The Tempest,FALSE,,,,,0
2010,Mary Zophres,True Grit,FALSE,,,,,0
2010,Darren Aronofsky,Black Swan,FALSE,,,,,0
2010,David O. Russell,The Fighter,FALSE,,,,,0
2010,Tom Hooper,The King's Speech,TRUE,,,,,0
2010,David Fincher,The Social Network,FALSE,,,,,0
2010,Joel Coen and Ethan Coen,True Grit,FALSE,,,,,0
2010,Banksy and Jaimie D'Cruz,Exit through the Gift Shop,FALSE,,,,,0
2010,Josh Fox and Trish Adlesic,Gasland,FALSE,,,,,0
2010,Charles Ferguson and Audrey Marrs,Inside Job,TRUE,,,,,0
2010,Tim Hetherington and Sebastian Junger,Restrepo,FALSE,,,,,0
2010,Lucy Walker and Angus Aynsley,Waste Land,FALSE,,,,,0
2010,Jed Rothstein,Killing in the Name,FALSE,,,,,0
2010,Sara Nesson and Mitchell W. Block,Poster Girl,FALSE,,,,,0
2010,Karen Goodman and Kirk Simon,Strangers No More,TRUE,,,,,0
2010,Jennifer Redfearn and Tim Metzger,Sun Come Up,FALSE,,,,,0
2010,Ruby Yang and Thomas Lennon,The Warriors of Qiugang,FALSE,,,,,0
2010,Andrew Weisblum,Black Swan,FALSE,,,,,0
2010,Pamela Martin,The Fighter,FALSE,,,,,0
2010,Tariq Anwar,The King's Speech,FALSE,,,,,0
2010,Jon Harris,127 Hours,FALSE,,,,,0
2010,Angus Wall and Kirk Baxter,The Social Network,TRUE,,,,,0
2010,Mexico,Biutiful,FALSE,,,,,0
2010,Greece,Dogtooth,FALSE,,,,,0
2010,Denmark,In a Better World,TRUE,,,,,0
2010,Canada,Incendies,FALSE,,,,,0
2010,Algeria,Outside the Law (Hors-la-loi),FALSE,,,,,0
2010,Adrien Morot,Barney's Version,FALSE,,,,,0
2010,"Edouard F. Henriques, Gregory Funk and Yolanda Toussieng",The Way Back,FALSE,,,,,0
2010,Rick Baker and Dave Elsey,The Wolfman,TRUE,,,,,0
2010,John Powell,How to Train Your Dragon,FALSE,,,,,0
2010,Hans Zimmer,Inception,FALSE,,,,,0
2010,Alexandre Desplat,The King's Speech,FALSE,,,,,0
2010,A.R. Rahman,127 Hours,FALSE,,,,,0
2010,Trent Reznor and Atticus Ross,The Social Network,TRUE,,,,,0
2010,"Music and Lyric by Tom Douglas, Troy Verges and Hillary Lindsey",Country Strong,FALSE,,,,,0
2010,Music by Alan Menken; Lyric by Glenn Slater,Tangled,FALSE,,,,,0
2010,Music by A.R. Rahman; Lyric by Dido and Rollo Armstrong,127 Hours,FALSE,,,,,0
2010,Music and Lyric by Randy Newman,Toy Story 3,TRUE,,,,,0
2010,"Mike Medavoy, Brian Oliver and Scott Franklin, Producers",Black Swan,FALSE,,,,,0
2010,"David Hoberman, Todd Lieberman and Mark Wahlberg, Producers",The Fighter,FALSE,,,,,0
2010,"Emma Thomas and Christopher Nolan, Producers",Inception,FALSE,,,,,0
2010,"Gary Gilbert, Jeffrey Levy-Hinte and Celine Rattray, Producers",The Kids Are All Right,FALSE,,,,,0
2010,"Iain Canning, Emile Sherman and Gareth Unwin, Producers",The King's Speech,TRUE,,,,,0
2010,"Christian Colson, Danny Boyle and John Smithson, Producers",127 Hours,FALSE,,,,,0
2010,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",The Social Network,FALSE,,,,,0
2010,"Darla K. Anderson, Producer",Toy Story 3,FALSE,,,,,0
2010,"Scott Rudin, Ethan Coen and Joel Coen, Producers",True Grit,FALSE,,,,,0
2010,"Anne Rosellini and Alix Madigan-Yorkin, Producers",Winter's Bone,FALSE,,,,,0
2010,Teddy Newton,Day & Night,FALSE,,,,,0
2010,Jakob Schuh and Max Lang,The Gruffalo,FALSE,,,,,0
2010,Geefwee Boedoe,Let's Pollute,FALSE,,,,,0
2010,Shaun Tan and Andrew Ruhemann,The Lost Thing,TRUE,,,,,0
2010,Bastien Dubois,"Madagascar, carnet de voyage (Madagascar, a Journey Diary)",FALSE,,,,,0
2010,Tanel Toom,The Confession,FALSE,,,,,0
2010,Michael Creagh,The Crush,FALSE,,,,,0
2010,Luke Matheny,God of Love,TRUE,,,,,0
2010,Ivan Goldschmidt,Na Wewe,FALSE,,,,,0
2010,Ian Barnes and Samantha Waite,Wish 143,FALSE,,,,,0
2010,Richard King,Inception,TRUE,,,,,0
2010,Tom Myers and Michael Silvers,Toy Story 3,FALSE,,,,,0
2010,Gwendolyn Yates Whittle and Addison Teague,Tron: Legacy,FALSE,,,,,0
2010,Skip Lievsay and Craig Berkey,True Grit,FALSE,,,,,0
2010,Mark P. Stoeckinger,Unstoppable,FALSE,,,,,0
2010,"Lora Hirschberg, Gary A. Rizzo and Ed Novick",Inception,TRUE,,,,,0
2010,"Paul Hamblin, Martin Jensen and John Midgley",The King's Speech,FALSE,,,,,0
2010,"Jeffrey J. Haboush, Greg P. Russell, Scott Millan and William Sarokin",Salt,FALSE,,,,,0
